language,BCP-47 code,ISO 639-3 code,ISO 639-1 code
Kok Borok,trp_Latn,trp,
San Martín Itunyoso Triqui,trq_Latn,trq,
Taushiro,,trr,
"Triqui, Chicahuaxtla",trs_Latn,trs,
Tunggare,,trt,
Turoyo,,tru,
Taroko,trv_Latn,trv,
Torwali,trw_Arab,trw,
Tringgus-Sembaan Bidayuh,,trx,
Turung,,try,
Torá,,trz,
Tsaangi,,tsa,
Tsamai,,tsb,
Tswa,,tsc,
Tsakonian,,tsd,
Tausug,,tsg,
Tsuvan,,tsh,
Tsimshian,,tsi,
Tshangla,,tsj,
Tseku,,tsk,
Ts'ün-Lao,,tsl,
Setswana,tsn_Latn,tsn,tn
Tsonga,tso_Latn,tso,ts
Northern Toussian,,tsp,
Akei,,tsr,
Tondi Songway Kiini,,tst,
Tsou,,tsu,
Tsogo,,tsv,
Tsishingini,,tsw,
Mubami,,tsx,
Purepecha,tsz_Latn,tsz,
Tutelo,,tta,
Gaa,,ttb,
Tektiteko,ttc_Latn,ttc,
Tauade,,ttd,
Bwanabwana,tte_Latn,tte,
Tuotomb,,ttf,
Tutong,,ttg,
Upper Ta'oih,,tth,
Tobati,,tti,
Tooro,ttj_Latn,ttj,
Totoro,,ttk,
Totela,,ttl,
Northern Tutchone,,ttm,
Towei,,ttn,
Lower Ta'oih,,tto,
Tombelala,,ttp,
Tawallammat Tamajaq,ttq_Tfng,ttq,
"Tamajaq, Tawallammat",,ttq-script_tifinagh,
Tera,ttr_Latn,ttr,
Northeastern Thai,,tts,
Muslim Tat,,ttt,
Torau,ttu_Latn,ttu,
Titan,,ttv,
Long Wat,,ttw,
Sikaritai,,tty,
Tsum,,ttz,
Wiarumus,,tua,
Tübatulabal,,tub,
Mutu,,tuc,
Tuxá,,tud,
Tuyuca,tue_Latn,tue,
"Tunebo, Central",tuf_Latn,tuf,
Tunia,,tug,
Taulil,,tuh,
Tupuri,tui_Latn,tui,
Tugutil,,tuj,
Turkmen,tuk_Latn,tuk,tk
Tula,tul_Latn,tul,
Tunica,,tun,
Tucano,tuo_Latn,tuo,
Tedaga,tuq_Latn,tuq,
Turkish,tur_Latn,tur,tr
Tuscarora,,tus,
Tututni,,tuu,
Turkana,tuv_Latn,tuv,
Tuxináwa,,tux,
Tugen,tuy_Latn,tuy,
Turka,,tuz,
Vaghua,,tva,
Tsuvadi,,tvd,
Te'un,,tve,
Southeast Ambrym,,tvk,
Tuvalu,,tvl,
Tela-Masbuar,,tvm,
Tavoyan,,tvn,
Tidore,tvo_Latn,tvo,
Taveta,,tvs,
Tutsa Naga,,tvt,
Tunen,tvu_Latn,tvu,
Sedoa,tvw_Latn,tvw,
Timor Pidgin,,tvy,
Twana,,twa,
Tawbuid,twb_Latn,twb,
Teshenawa,,twc,
Twents,,twd,
Teiwa,twe_Latn,twe,
Northern Tiwa,,twf,
Tereweng,,twg,
Tai Dón,,twh,
Tawara,,twl,
Twendi,,twn,
Tswapong,,two,
Ere,,twp,
Tasawaq,,twq,
Southwestern Tarahumara,,twr,
Turiwára,,twt,
Termanu,twu_Latn,twu,
Tuwari,,tww,
Tewe,,twx,
Tawoyan,,twy,
Tombonuo,txa_Latn,txa,
Tokharian B,,txb,
Tsetsaut,,txc,
Totoli,,txe,
Tangut,,txg,
Thracian,,txh,
Ikpeng,,txi,
Tarjumo,,txj,
Tomini,,txm,
West Tarangan,,txn,
Toto,,txo,
Tii,txq_Latn,txq,
Tonsea,txs_Latn,txs,
Citak,,txt,
Kayapó,txu_Latn,txu,
Tatana,,txx,
Tanosy Malagasy,txy_Latn,txy,
Tauya,,tya,
Kyanga,tye_Latn,tye,
O'du,,tyh,
Teke-Tsaayi,,tyi,
Tai Yo,,tyj,
Kombai,,tyn,
Thaypan,,typ,
Tai Daeng,,tyr,
Tày Sa Pa,,tys,
Tày Tac,,tyt,
Kua,,tyu,
Tuvinian,,tyv,
Teke-Tyee,,tyx,
Tày,,tyz,
Tzeltal,tzh_Latn,tzh,
Tz'utujil,tzj_Latn,tzj,
Tz’utujil,,tzj-dialect_eastern,
Tugun,,tzn,
Tzotzil,tzo_Latn,tzo,
Tabriak,,tzx,
Kuan,,uan,
Tairuma,,uar,
Ubang,,uba,
Ubi,,ubi,
"Bikol, Buhi’non",ubl_Latn,ubl,
Ubir,,ubr,
Umbu-Ungu,ubu_Latn,ubu,
Ubykh,,uby,
Uda,,uda,
Udihe,,ude,
Muduga,,udg,
Udi,,udi,
Ujir,,udj,
Wuzlam,udl_Latn,udl,
Udmurt,udm_Cyrl,udm,
Uduk,udu_Latn,udu,
Kioko,,ues,
Ufim,,ufi,
Ugaritic,,uga,
Kuku-Ugbanh,,ugb,
Ughele,,uge,
Ugong,,ugo,
Uhami,,uha,
Damal,,uhn,
Uyghur,uig_Arab,uig,ug
Uisai,,uis,
Iyive,,uiv,
Tanjijili,,uji,
Kaburi,,uka,
Ukuriguma,,ukg,
Ukhwejo,,ukh,
Ukpe-Bayobiri,,ukp,
Ukwa,,ukq,
Ukrainian,ukr_Cyrl,ukr,uk
Ukue,,uku,
Kuku,ukv_Latn,ukv,
Ukwuani-Aboh-Ndoni,,ukw,
Kuuk-Yak,,uky,
Fungwa,,ula,
Ulukwumi,,ulb,
Ulch,,ulc,
Lule,,ule,
Usku,,ulf,
Ulithian,,uli,
Meriam Mir,,ulk,
Ullatan,,ull,
Ulumanda',,ulm,
Unserdeutsch,,uln,
Uma' Lung,,ulu,
Ulwa,,ulw,
Umatilla,,uma,
Umbundu,umb_Latn,umb,
Umbindhamu,,umd,
Umbuygamu,,umg,
Ukit,,umi,
Umon,,umm,
Makyan Naga,,umn,
Umotína,,umo,
Umpila,,ump,
Umbugarla,,umr,
Pendau,,ums,
Munsee,,umu,
North Watut,,una,
Uneme,,une,
Ngarinyin,,ung,
Uni,,uni,
Enawené-Nawé,,unk,
Unami,,unm,
Kurnai,,unn,
Mundari,,unr,
Unubahe,,unu,
Unde Kaili,,unz,
Umeda,,upi,
Uripiv-Wala-Rano-Atchin,upv_Latn,upv,
Urarina,ura_Latn,ura,
Kaapor,urb_Latn,urb,
Urningangg,,urc,
Urdu,urd_Arab,urd,ur
Uru,,ure,
Urigina,,urg,
Urhobo,urh_Latn,urh,
Urim,,uri,
Urak Lawoi’,urk_Thai,urk,
Urali,,url,
Urapmin,,urm,
Uruangnirin,,urn,
Ura (Papua New Guinea),,uro,
Löyöp,,urr,
Urat,urt_Latn,urt,
Urumi,,uru,
Uruava,,urv,
Sop,,urw,
Urimo,,urx,
Orya,ury_Latn,ury,
Uru-Eu-Wau-Wau,,urz,
Usarufa,,usa,
Ushojo,ush_Arab,ush,
Usui,,usi,
Usaghade,,usk,
Uspanteko,usp_Latn,usp,
Uya,,usu,
Otank,,uta,
Ute-Southern Paiute,,ute,
Amba (Solomon Islands),,utp,
Etulo,,utr,
Utu,,utu,
Urum,,uum,
Ura (Vanuatu),,uur,
U,,uuu,
West Uvean,,uve,
Uri,,uvh,
Lote,,uvl,
Kuku-Uwanh,,uwa,
Doko-Uyanga,,uya,
Uzbek (Latin script),uzb_Latn,uzb,
Northern Uzbek,uzn_Latn,uzn,
Southern Uzbek,,uzs,
Vaagri Booli,,vaa,
Vale,,vae,
Vafsi,,vaf,
Vagla,vag_Latn,vag,
Varhadi-Nagpuri,vah_Deva,vah,
Vai,vai_Latn,vai,
Vasekele,,vaj,
Vehes,,val,
Vanimo,,vam,
Valman,,van,
Vao,,vao,
Vaiphei,,vap,
Huarijio,var_Latn,var,
Vasavi,,vas,
Vanuma,,vau,
Varli,,vav,
Wayu,,vay,
Southeast Babar,,vbb,
Veddah,,ved,
Veluws,,vel,
Vemgo-Mabas,,vem,
Venda,,ven,ve
Ventureño,,veo,
Veps,,vep,
Mom Jango,ver_Latn,ver,
Vaghri,,vgr,
Vlaamse Gebarentaal,,vgt,
Central Vietnamese,,vi-ctr,
Southern Vietnamese,,vi-so,
Virgin Islands Creole English,,vic,
Vidunda,vid_Latn,vid,
Vietnamese,vie_Latn,vie,vi
Vili,vif_Latn,vif,
Viemo,,vig,
Vilela,,vil,
Vinza,,vin,
Vishavan,,vis,
Viti,,vit,
Iduna,,viv,
Kariyarra,,vka,
Kujarge,,vkj,
Kaur,,vkk,
Kulisusu,,vkl,
Kamakan,,vkm,
Kodeoha,,vko,
Korlai Creole Portuguese,,vkp,
Tenggarong Kutai Malay,,vkt,
Kurrama,,vku,
Valpei,,vlp,
Vlaams,,vls,
Martuyhunira,,vma,
Barbaram,,vmb,
Juxtlahuaca Mixtec,vmc_Latn,vmc,
Mudu Koraga,,vmd,
East Masela,,vme,
Mainfränkisch,,vmf,
Lungalunga,,vmg,
Maraghei,,vmh,
Miwa,,vmi,
Ixtayutla Mixtec,vmj_Latn,vmj,
Makhuwa-Shirima,,vmk,
Malgana,,vml,
Mitlatongo Mixtec,vmm_Latn,vmm,
Soyaltepec Mazatec,vmp_Latn,vmp,
Soyaltepec Mixtec,,vmq,
Marenje,,vmr,
Muluridyi,,vmu,
Valley Maidu,,vmv,
Makhuwa,vmw_Latn,vmw,
Tamazola Mixtec,,vmx,
"Mazatec, Ayautla",vmy_Latn,vmy,
Mazatlán Mazatec,vmz_Latn,vmz,
Vano,,vnk,
Vinmavis,,vnm,
Vunapu,,vnp,
Voro,,vor,
Vod,,vot,
Vera'a,,vra,
Võro,vro_Latn,vro,
Varisi,,vrs,
Burmbar,,vrt,
Vitou,,vto,
Vumbu,,vum,
Vunjo,vun_Latn,vun,
Vute,vut_Latn,vut,
Awa (China),,vwa,
Walla Walla,,waa,
Wab,,wab,
Wasco-Wishram,,wac,
Wondama,,wad,
Walser,,wae,
Wa'ema,,wag,
Watubela,,wah,
Waffa,,waj,
Wolaytta,wal_Ethi,wal,
Wampanoag,,wam,
Wan,,wan,
Wappo,,wao,
Wapishana,wap_Latn,wap,
Wagiman,,waq,
Waray-Waray,war_Latn,war,
Washo,,was,
Kaninuwa,,wat,
Waurá,,wau,
Waka,,wav,
Waiwai,waw_Latn,waw,
Watam,,wax,
Wayana,way_Latn,way,
Wampur,,waz,
Warao,wba_Latn,wba,
Wabo,,wbb,
Waritai,,wbe,
Wara,,wbf,
Wanda,,wbh,
Vwanji,,wbi,
Alagwa,,wbj,
Waigali,,wbk,
Wakhi,wbl_Latn,wbl,
Wa,,wbm,
Warlpiri,,wbp,
Waddar,,wbq,
Wagdi,wbr_Deva,wbr,
Warnman,,wbt,
Wajarri,,wbv,
Woi,,wbw,
Yanomámi,,wca,
Waci Gbe,wci_Latn,wci,
Wandji,,wdd,
Wadaginam,,wdg,
Wadjiginy,,wdj,
Wadjigu,,wdu,
Wewaw,,wea,
Wè Western,,wec,
Wedau,,wed,
Weh,,weh,
Kiunum,,wei,
Weme Gbe,,wem,
Wemale,weo_Latn,weo,
Westphalien,,wep,
Weri,,wer,
Cameroon Pidgin,wes_Latn,wes,
Perai,,wet,
Wejewa,,wew,
Zorop,,wfg,
Wagaya,,wga,
Wagawaga,,wgb,
Wangkangurru,,wgg,
Wahgi,,wgi,
Waigeo,,wgo,
Wirangu,,wgu,
Warrgamay,,wgy,
Sou Upaa,,wha,
North Wahgi,,whg,
Wahau Kenyah,,whk,
Southern Toussian,,wib,
Wichita,,wic,
Wik-Epa,,wie,
Wik Ngathan,,wig,
Wik-Me'anha,,wih,
Minidien,,wii,
Wik-Iiyanh,,wij,
Wikalkan,,wik,
Wilawila,,wil,
Wik-Mungkan,,wim,
Ho-Chunk,,win,
Wiraféd,,wir,
Wiru,,wiu,
Vitu,,wiv,
Wiyot,,wiy,
Waja,wja_Latn,wja,
Warji,wji_Latn,wji,
Kw'adza,,wka,
Wakde,,wkd,
Kalanadi,,wkl,
Kunduvadi,,wku,
Wakawaka,,wkw,
Walio,,wla,
Mwali Comorian,,wlc,
Wolane,,wle,
Kunbarlang,,wlg,
Welaun,,wlh,
Waioli,,wli,
Wailaki,,wlk,
Wali (Sudan),,wll,
Walloon,,wln,wa
Wolio,wlo_Latn,wlo,
Wailapa,,wlr,
Wallisian,,wls,
Wuliwuli,,wlu,
Wichí Lhamtés Vejoz,,wlv,
Walak,,wlw,
Wali,wlx_Latn,wlx,
Waling,,wly,
Wambaya,,wmb,
Wamas,,wmc,
Mamaindé,,wmd,
Wambule,,wme,
Western Minyag,,wmg,
Waima'a,,wmh,
Wamin,,wmi,
Maiwa (Indonesia),,wmm,
Waamwang,,wmn,
Wom (Papua New Guinea),,wmo,
Wambon,,wms,
Walmajarri,,wmt,
Mwani,wmw_Latn,wmw,
Womo,,wmx,
Wanambre,,wnb,
Wantoat,,wnc,
Wandarang,,wnd,
Waneci,,wne,
Wanggom,,wng,
Ndzwani Comorian,,wni,
Wanukaka,,wnk,
Wanggamala,,wnm,
Wano,,wno,
Wanap,,wnp,
Usan,,wnu,
Wintu,,wnw,
Wanyi,,wny,
Tyaraity,,woa,
Wè Northern,wob_Latn,wob,
Wogeo,,woc,
Wolani,,wod,
Woleaian,,woe,
Gambian Wolof,wof_Latn,wof,
Wogamusin,,wog,
Kamang,,woi,
Longto,,wok,
Wolof,wol_Latn,wol,wo
Wom (Nigeria),,wom,
Wongo,,won,
Manombai,,woo,
Woria,,wor,
Hanga Hundi,,wos,
Wawonii,,wow,
Maco,,wpc,
Warluwara,,wrb,
Warungu,,wrg,
Wiradjuri,,wrh,
Wariyangga,,wri,
Garrwa,,wrk,
Warlmanpa,,wrl,
Warumungu,,wrm,
Warnang,,wrn,
Worrorra,,wro,
Waropen,,wrp,
Wardaman,,wrr,
Waris,,wrs,
Waru,,wru,
Waruna,,wrv,
Gugu Warra,,wrw,
Wae Rana,,wrx,
Merwari,,wry,
Waray (Australia),,wrz,
Warembori,,wsa,
"Gondi, Adilabad",wsg_Telu,wsg,
Wusi,,wsi,
Waskia,,wsk,
Owenia,,wsr,
Wasa,,wss,
Wotapuri-Katarqalai,,wsv,
Watiwa,,wtf,
Wathawurrung,,wth,
Berta,,wti,
Watakataui,,wtk,
Mewati,,wtm,
Wotu,,wtw,
Wikngenchera,,wua,
Wunambal,,wub,
Wudu,,wud,
Wutunhua,,wuh,
Silimo,,wul,
Wumbvu,,wum,
Bungu,,wun,
Wurrugu,,wur,
Wutung,,wut,
Wu Chinese,,wuu,
Wuvulu-Aua,,wuv,
Wulna,,wux,
Wauyai,,wuy,
Waama,wwa_Latn,wwa,
Wetamut,,wwo,
Warrwa,,wwr,
Wawa,,www,
Waxianghua,,wxa,
Wardandi,,wxw,
Wyandot,,wya,
Wangaaybuwan-Ngiyambaa,,wyb,
Woiwurrung,,wyi,
Wymysorys,,wym,
Wayoró,,wyr,
Western Fijian,,wyy,
Andalusian Arabic,,xaa,
Sambe,,xab,
Kachari,,xac,
Adai,,xad,
Aghwan,,xag,
Máku,,xak,
Kalmyk-Oirat,xal_Cyrl,xal,
ǀXam,,xam,
Xamtanga,,xan,
Apalachee,,xap,
Karami,,xar,
Kamas,,xas,
Katawixi,,xat,
Kauwera,,xau,
Xavánte,,xav,
Kawaiisu,,xaw,
Kayan Mahakam,,xay,
Bactrian,,xbc,
Bigambal,,xbe,
Bunganditj,,xbg,
Kombio,,xbi,
Kenaboi,,xbn,
Bolgarian,,xbo,
Bibbulman,,xbp,
Kambera,,xbr,
Batyala,,xby,
Celtiberian,,xce,
Cisalpine Gaulish,,xcg,
Chimakum,,xch,
Classical Armenian,,xcl,
Comecrudo,,xcm,
Cotoname,,xcn,
Chorasmian,,xco,
Carian,,xcr,
Classical Tibetan,,xct,
Chuvantsy,,xcv,
Coahuilteco,,xcw,
Cayuse,,xcy,
Darkinyung,,xda,
Dacian,,xdc,
Dharuk,,xdk,
Kwandu,,xdo,
Malayic Dayak,xdy_Latn,xdy,
Eblan,,xeb,
Hdi,xed_Latn,xed,
ǁXegwi,,xeg,
Kelo,,xel,
Kembayan,,xem,
Xerénte,xer_Latn,xer,
Kesawai,,xes,
Xetá,,xet,
Keoru-Ahia,,xeu,
Faliscan,,xfa,
Galatian,,xga,
Gbin,,xgb,
Gudang,,xgd,
Gabrielino-Fernandeño,,xgf,
Goreng,,xgg,
Guwinmal,,xgm,
Unggumi,,xgu,
Guwa,,xgw,
Hadrami,,xhd,
Khetrani,xhe_Arab,xhe,
Xhosa,xho_Latn,xho,xh
Hattic,,xht,
Hurrian,,xhu,
Iberian,,xib,
Xiri,,xii,
Xiriâna,,xir,
Xipaya,,xiy,
Minjungbal,,xjb,
Kalkoti,xka_Arab,xka,
Northern Nago,,xkb,
Kho'ini,,xkc,
Mendalam Kayan,,xkd,
Kereho,,xke,
Khengkha,,xkf,
Kagoro,,xkg,
Kajali,,xkj,
Kaco',,xkk,
Mainstream Kenyah,xkl_Latn,xkl,
Kayan River Kayan,,xkn,
Kabatei,,xkp,
Koroni,,xkq,
Xakriabá,,xkr,
Kumbewaha,,xks,
Kantosi,,xkt,
Kaamba,,xku,
Kgalagadi,,xkv,
Kembra,,xkw,
Karore,,xkx,
Uma' Lasan,,xky,
Kurtokha,,xkz,
Kamula,,xla,
Lycian,,xlc,
Lydian,,xld,
Loup A,,xlo,
Lepontic,,xlp,
Lusitanian,,xls,
Cuneiform Luwian,,xlu,
Mushungulu,,xma,
Mbonga,,xmb,
Makhuwa-Marrevone,,xmc,
Mbudum,,xmd,
Mingrelian,xmf_Geor,xmf,
Mengaka,,xmg,
Kugu-Muminh,,xmh,
Majera,,xmj,
"Malay, Manado",xmm_Latn,xmm,
Kuku-Mu'inh,,xmp,
Meroitic,,xmr,
Matbat,,xmt,
Kamu,,xmu,
Tankarana Malagasy,xmv_Latn,xmv,
Tsimihety Malagasy,,xmw,
Maden,,xmx,
Mayaguduna,,xmy,
Mori Bawah,,xmz,
Ancient North Arabian,,xna,
Kanakanabu,,xnb,
Middle Mongolian,,xng,
Ngarigu,,xni,
Chingoni,xnj_Latn,xnj,
Ngumbarl,,xnm,
Northern Kankanay,,xnn,
Ngoni (Mozambique),,xnq,
Kangri,xnr_Deva,xnr,
Kanashi,,xns,
Nyiyaparli,,xny,
Mattoki,,xnz,
O'chi'chi',,xoc,
Kokoda,,xod,
Soga,xog_Latn,xog,
Kominimung,,xoi,
Xokleng,,xok,
Komo (Sudan),,xom,
Konkomba,xon_Latn,xon,
Xukurú,,xoo,
Kopar,,xop,
Korubo,,xor,
Kowaki,,xow,
Pirriya,,xpa,
Pecheneg,,xpc,
Liberia Kpelle,xpe_Latn,xpe,
Phrygian,,xpg,
Kulina Pano,,xpk,
Pumpokol,,xpm,
Pochutec,,xpo,
Mohegan-Pequot,,xpq,
Parthian,,xpr,
Pisidian,,xps,
Punthamara,,xpt,
Punic,,xpu,
Qatabanian,,xqt,
Krahô,,xra,
"Karaboro, Eastern",xrb_Latn,xrb,
Gundungurra,,xrd,
Kreye,,xre,
Krikati-Timbira,,xri,
Arin,,xrn,
Marriammu,,xru,
Karawa,,xrw,
Sabaean,,xsa,
Sambal,xsb_Latn,xsb,
Sidetic,,xsd,
Sempan,,xse,
Shamang,,xsh,
Sio,,xsi,
South Slavey,,xsl,
Kasem,xsm_Latn,xsm,
Sanga (Nigeria),,xsn,
Silopi,,xsp,
Makhuwa-Saka,,xsq,
Sherpa,xsr_Deva,xsr,
Sanumá,xsu_Latn,xsu,
Saisiyat,,xsy,
"Mixtec, Alcozauca",xta_Latn,xta,
Chazumba Mixtec,,xtb,
Katcha-Kadugli-Miri,,xtc,
"Mixtec, Diuxi-Tilantongo",xtd_Latn,xtd,
Ketengban,xte_Latn,xte,
Transalpine Gaulish,,xtg,
Yitha Yitha,,xth,
Sinicahua Mixtec,xti_Latn,xti,
San Juan Teita Mixtec,,xtj,
Tijaltepec Mixtec,,xtl,
"Mixtec, Magdalena Peñasco",xtm_Latn,xtm,
"Mixtec, Northern Tlaxiaco",xtn_Latn,xtn,
Tokharian A,,xto,
San Miguel Piedras Mixtec,,xtp,
Tumshuqese,,xtq,
Sindihui Mixtec,,xts,
Tacahua Mixtec,,xtt,
Cuyamecalco Mixtec,xtu_Latn,xtu,
Thawa,,xtv,
Tawandê,,xtw,
Yoloxochitl Mixtec,,xty,
"Kurumba, Alu",xua_Taml,xua,
Betta Kurumba,,xub,
Umiida,,xud,
Kunigami,,xug,
Jennu Kurumba,,xuj,
Nunukul,,xul,
Umbrian,,xum,
Unggaranggu,,xun,
Kuo,xuo_Latn,xuo,
Upper Umpqua,,xup,
Urartian,,xur,
Kuthant,,xut,
Kxoe,,xuu,
Venetic,,xve,
Kamviri,,xvi,
Kwaza,,xwa,
Woccon,,xwc,
Xwela Gbe,,xwe,
Kwegu,,xwg,
Wangkumara,,xwk,
Western Xwla Gbe,,xwl,
Kwerba Mamberamo,,xwr,
Wotjobaluk,,xwt,
Wemba Wemba,,xww,
Boro (Ghana),,xxb,
Ke'o,,xxk,
Minkin,,xxm,
Koropó,,xxr,
Tambora,,xxt,
Yaygir,,xya,
Yandjibara,,xyb,
Mayi-Yapi,,xyj,
Mayi-Kulan,,xyk,
Mayi-Thakurti,,xyt,
Yorta Yorta,,xyy,
Zhang-Zhung,,xzh,
Yaminahua,yaa_Latn,yaa,
Yuhup,,yab,
Pass Valley Yali,,yac,
Yagua,yad_Latn,yad,
Pumé,,yae,
Yaka (Democratic Republic of Congo),,yaf,
Yámana,,yag,
Yazgulyam,,yah,
Yagnobi,,yai,
Banda-Yangere,,yaj,
Yakama,,yak,
Yalunka,yal_Latn,yal,
Yamba,yam_Latn,yam,
Mayangna,,yan,
Yao,yao_Latn,yao,
Yapese,,yap,
Yaqui,yaq_Latn,yaq,
Yabarana,,yar,
Nugunu,yas_Latn,yas,
Yambeta,yat_Latn,yat,
Yuwana,,yau,
Yangben,yav_Latn,yav,
Yawalapití,,yaw,
Agwagwune,yay_Latn,yay,
Lokaa,yaz_Latn,yaz,
Yala,yba_Latn,yba,
Yemba,ybb_Latn,ybb,
West Yugur,,ybe,
Yakha,,ybh,
Yamphu,,ybi,
Hasha,,ybj,
Bokha,,ybk,
Yukuben,,ybl,
Yaben,,ybm,
Yabaâna,,ybn,
Yabong,,ybo,
Yawiyo,,ybx,
Yaweyuha,,yby,
Chesu,,ych,
Lolopo,ycl_Latn,ycl,
Yucuna,ycn_Latn,ycn,
Chepya,,ycp,
Yanda,,yda,
Yangum Dey,,yde,
Yidgha,ydg_Arab,ydg,
Yoidik,,ydk,
Ravula,yea_Mlym,yea,
Yimas,,yee,
Yeni,,yei,
Yevanic,,yej,
Yela,,yel,
Tarok,yer_Latn,yer,
Nyankpa,yes_Latn,yes,
Yetfa,,yet,
Yerukula,,yeu,
Yapunda,,yev,
Yeyi,,yey,
Malyangapa,,yga,
Yangum Gel,,ygl,
Yagomi,,ygm,
Gepo,,ygp,
Yagaria,,ygr,
Yagwoia,,ygw,
Baha Buyang,,yha,
Judeo-Iraqi Arabic,,yhd,
Hlepho Phowa,,yhl,
Yinggarda,,yia,
Ache,,yif,
Wusa Nasu,,yig,
Western Yiddish,,yih,
Yidiny,,yii,
Yindjibarndi,,yij,
Dongshanba Lalo,,yik,
Yindjilandji,,yil,
Yimchungru Naga,,yim,
Yinchia,,yin,
Pholo,,yip,
Miqie,,yiq,
North Awyu,,yir,
Yis,,yis,
Eastern Lalu,,yit,
Awu,,yiu,
Northern Nisu,,yiv,
Axi Yi,,yix,
Azhe,,yiz,
Yakan,yka_Latn,yka,
Northern Yukaghir,,ykg,
Yoke,,yki,
Yakaikeke,,ykk,
Khlula,,ykl,
Kap,,ykm,
Kua-nsi,,ykn,
Yasa,,yko,
Yekora,,ykr,
Kathu,,ykt,
Kuamasi,,yku,
Yakoma,,yky,
Yaul,,yla,
Yele,,yle,
Yelogu,,ylg,
"Yali, Angguruk",yli_Latn,yli,
Yil,,yll,
Limi,,ylm,
Langnian Buyang,,yln,
Naluo Yi,,ylo,
Yalarnnga,,ylr,
Aribwaung,,ylu,
Nyelâyu,,yly,
Yambes,,ymb,
Southern Muji,,ymc,
Muda,,ymd,
Yameo,,yme,
Mili,,ymh,
Moji,,ymi,
Makwe,,ymk,
Iamalele,,yml,
Maay,,ymm,
Yamna,,ymn,
Yangum Mon,,ymo,
Yamap,,ymp,
Qila Muji,,ymq,
Malasar,,ymr,
Northern Muji,,ymx,
Muzi,,ymz,
Aluo,,yna,
Yandruwandha,,ynd,
Yango,,yng,
Naukan Yupik,,ynk,
Yangulam,,ynl,
Yana,,ynn,
Yong,,yno,
Yendang,,ynq,
Yansi,,yns,
Yahuna,,ynu,
Yoba,,yob,
Yogad,,yog,
Yonaguni,,yoi,
Yokuts,,yok,
Yombe,,yom,
Yongkom,,yon,
Yoruba,yor_Latn,yor,yo
Yotti,,yot,
Yoron,,yox,
Yoy,,yoy,
Phala,,ypa,
Labo Phowa,,ypb,
Phola,,ypg,
Phupha,,yph,
Phuma,,ypm,
Ani Phowa,,ypn,
Alo Phola,,ypo,
Phupa,,ypp,
Phuza,,ypz,
Yerakai,,yra,
Yareba,,yrb,
Yaouré,yre_Latn,yre,
Nenets,,yrk,
Nhengatu,,yrl,
Yerong,,yrn,
Yaroamë,,yro,
Yarawata,,yrw,
Yarluyandi,,yry,
Samatao,,ysd,
Sonaga,,ysg,
Sani,,ysn,
Nisi (China),,yso,
Sirenik Yupik,,ysr,
Yessan-Mayo,,yss,
Sanie,,ysy,
Talu,,yta,
Tanglang,,ytl,
Thopho,,ytp,
Yout Wam,,ytw,
"Maya, Yucatec",yua_Latn,yua,
Yugambal,,yub,
Yuchi,,yuc,
Judeo-Tripolitanian Arabic,,yud,
Cantonese,yue_Hans,yue,
"Chinese, Yue",,yue-script_traditional,
Havasupai-Walapai-Yavapai,,yuf,
Yug,,yug,
Yurutí,,yui,
Karkar-Yuri,,yuj,
Yuki,,yuk,
Yulu,,yul,
Quechan,,yum,
Bena (Nigeria),,yun,
Yukpa,,yup,
Yuqui,,yuq,
Yurok,,yur,
Yopno,,yut,
Yau (Morobe Province),,yuw,
Southern Yukaghir,,yux,
East Yugur,,yuy,
Yuracare,yuz_Latn,yuz,
Yawa,yva_Latn,yva,
Yavitero,,yvt,
Kalou,,ywa,
Yinhawangka,,ywg,
Western Lalu,,ywl,
Yawanawa,,ywn,
Wuding-Luquan Yi,,ywq,
Yawuru,,ywr,
Xishanba Lalo,,ywt,
Wumeng Nasu,,ywu,
Yawarawarga,,yww,
Yagara,,yxg,
Yardliyawarra,,yxl,
Yinwum,,yxm,
Yabula Yabula,,yxy,
Yir Yoront,,yyr,
Yau (Sandaun Province),,yyu,
Ayizi,,yyz,
E'ma Buyang,,yzg,
Zokhuo,,yzk,
"Zapotec, Sierra de Juárez",zaa_Latn,zaa,
"Zapotec, Western Tlacolula Valley",zab_Latn,zab,
"Zapotec, Ocotlán",zac_Latn,zac,
"Zapotec, Cajonos",zad_Latn,zad,
"Zapotec, Yareni",zae_Latn,zae,
Ayoquesco Zapotec,,zaf,
Zaghawa,,zag,
Zangwal,,zah,
"Zapotec, Isthmus",zai_Latn,zai,
Zaramo,,zaj,
Zanaki,,zak,
Zauzou,,zal,
"Zapotec, Miahuatlán",zam_Latn,zam,
"Zapotec, Ozolotepec",zao_Latn,zao,
"Zapotec, Aloápam",zaq_Latn,zaq,
"Zapotec, Rincón",zar_Latn,zar,
"Zapotec, Santo Domingo Albarradas",zas_Latn,zas,
Tabaa Zapotec,,zat,
Zangskari,,zau,
"Zapotec, Yatzachi",zav_Latn,zav,
"Zapotec, Mitla",zaw_Latn,zaw,
Xadani Zapotec,,zax,
Zayse-Zergulla,,zay,
Zari,,zaz,
Central Berawan,,zbc,
East Berawan,,zbe,
Batui,,zbt,
Bu (Bauchi State),,zbu,
West Berawan,,zbw,
"Zapotec, Coatecas Altas",zca_Latn,zca,
Central Hongshuihe Zhuang,,zch,
Ngazidja Comorian,,zdj,
Zeeuws,,zea,
